OTU	001-06Apr2021-V3-T	001-06Apr2021-V3-T-2	001-06Apr2021-V3-U	001-19Jul2021-V6-T	001-19Jul2021-V6-U	001-21Apr2021-V4-T	001-21Jun2021-V5-T	001-21Jun2021-V5-U	001-23Mar2021-V2-T	001-23Mar2021-V2-U	002-23Jun2021-V3-T	002-23Jun2021-V3-U	002-4Oct2021-V6-T	002-4Oct2021-V6-U	002-6Jul2021-V4-T	002-6Jul2021-V4-T-2	002-6Jul2021-V4-U	002-7Sep2021-V5-T	002-7Sep2021-V5-U	002-8Jun2021-V2-T	002-8Jun2021-V2-T-2	002-8Jun2021-V2-U	003-01Jul2021-V2-T	003-01Jul2021-V2-U	003-01Jul2021-V2-U-2	003-16Jul2021-V3-T	003-16Jul2021-V3-T-2	003-16Jul2021-V3-U	003-23Mar2021-V5-T	003-23Mar2021-V5-U	003-23Sep2021-V6-T	003-23Sep2021-V6-U	003-28Oct2021-V6-U	003-30Jul2021V4-T	003-30Jul2021V4-U	004-04Oct2021-V6-T	004-04Oct2021-V6-U	004-07Sep2021-V5-T	004-07Sep2021-V5-U	004-08Jun2021-V2-T	004-08Jun2021-V2-U	004-12Jul2021-V4-T	004-12Jul2021-V4-U	004-23Jun2021V3-T	004-23Jun2021V3-U	005-07Jul2021-V4-T	005-07Jul2021-V4-U	005-07Oct2021-V6-T	005-07Oct2021-V6-U	005-08Sep2021-V5-T	005-08Sep2021-V5-U	005-10Jun2021-V2-T	005-10Jun2021-V2-U	005-24Jun2021-V3-T	005-24Jun2021-V3-U	006-04Oct2021-V6-T	006-04Oct2021-V6-U	006-04Oct2021-V6-U-2	006-07Sep2021-V5-T	006-07Sep2021-V5-U	006-11Jun2021-V2-U	006-13Jul2021-V4-T	006-13Jul2021-V4-T-2	006-13Jul2021-V4-U	006-25Jun2021-V3-T	006-25Jun2021-V3-U	007-02Jun2021-V3-T	007-02Jun2021-V3-U	007-12Oct2021-V6-T	007-12Oct2021-V6-U	007-16Jul2021-V4-T	007-16Jul2021-V4-U	007-16Sep2021-V5-T	007-16Sep2021-V5-U	007-18Jun2021-V2-T	007-18Jun2021-V2-U	007-18Jun2021-V2-U-2	008-02Nov2021-V6-T	008-02Nov2021-V6-U	008-04Oct2021-V5-T	008-04Oct2021-V5-U	008-13Jul2021-V3-T	008-13Jul2021-V3-U	008-25Jun2021-V2-T	008-25Jun2021-V2-U	008-27Jul2021-V4-T	008-27Jul2021-V4-T-2	008-27Jul2021-V4-U	009-13Jul2021-V3-T	009-13Jul2021-V3-U	009-26Oct2021-V6-T	009-26Oct2021-V6-U	009-27Jul2021-V4-T	009-27Jul2021-V4-U	009-27Sep2021-V5-T	009-27Sep2021-V5-T-2	009-27Sep2021-V5-U	009-29Jun2021-V2-T	009-29Jun2021-V2-U	010-01Nov2021-V6-T	010-01Nov2021-V6-T-2	010-01Nov2021-V6-U	010-01Nov2021-V6-U-2	010-03Aug2021-V4-T	010-03Aug2021-V4-T-2	010-03Aug2021-V4-U	010-04Oct2021-V5-T	010-04Oct2021-V5-U	010-06Jul2021-V2-T	010-06Jul2021-V2-U	010-20Jul2021-V3-T	010-20Jul2021-V3-U	011-02NOV2021-V3-T	011-02NOV2021-V4-U	011-05OCT2021-V2-T	011-05OCT2021-V2-U	011-05OCT2021-V2-U-2	011-18OCT2021-V3-U	011-18OCT2021-V3-U-2	011-18OCT2021-V4-T	012-01FEB2022-V6-T	012-01FEB2022-V6-T-2	012-01FEB2022-V6-U	012-01FEB2022-V6-U-2	012-05NOV2021-V4-T	012-05NOV2021-V4-U	012-05NOV2021-V4-U-2	012-07JAN2022-V5-T	012-07JAN2022-V5-T-2	012-07JAN2022-V5-U	012-07OCT2021-V2-T	012-07OCT2021-V2-U	012-22OCT2021-V3-T	012-22OCT2021-V3-U	013-08FEB2022-V6-T	013-08FEB2022-V6-U	013-09NOV2021-V4-T	013-09NOV2021-V4-U	013-11JAN2022-V5-T	013-11JAN2022-V5-T-2	013-11JAN2022-V5-U	013-12OCT2021-V2-T	013-12OCT2021-V2-U	013-12OCT2021-V2-U-2	013-26OCT2021-V3-T	013-26OCT2021-V3-U	014-08FEB2022-V6-T	014-08FEB2022-V6-U	014-09NOV2021-V4-T	014-09NOV2021-V4-U	014-11JAN2022-V5-T	014-11JAN2022-V5-U	014-12OCT2021-V2-T	014-12OCT2021-V2-U	014-26OCT2021-V3-T	014-26OCT2021-V3-U	015-09NOV2021-V3-T	015-09NOV2021-V3-U	015-22FEB2022-V6-T	015-22FEB2022-V6-U	015-23NOV2021-V4-T	015-23NOV2021-V4-U	015-25JAN2022-V5-T	015-25JAN2022-V5-U	015-26OCT2021-V2-T	015-26OCT2021-V2-U	016-01NOV2021-V2-T	016-01NOV2021-V2-T-2	016-01NOV2021-V2-U	016-16NOV2021-V3-T	016-16NOV2021-V3-U	016-16NOV2021-V3-U-2	017-07DEC2021-V3-T	017-07DEC2021-V3-U	017-07DEC2021-V3-U-2	017-17DEC2021-V4-T	017-17DEC2021-V4-U	017-17FEB2022-V5-T	017-17FEB2022-V5-U	017-22MAR2022-V6-T	017-22MAR2022-V6-U	017-23NOV2021-V2-T	017-23NOV2021-V2-U	017-23NOV2021-V2-U-2	018-07DEC2021-V3-T	018-07DEC2021-V3-U	018-21DEC2021-V4-T	018-21DEC2021-V4-U	018-23MAR2022-V6-T	018-23MAR2022-V6-U	018-23NOV2021-V2-T	018-23NOV2021-V2-U	018-23NOV2021-V2-U-2	018-24FEB2022-V5-T	018-24FEB2022-V5-U	019-07DEC2021-V3-T	019-07DEC2021-V3-U	019-21DEC2021-V4-T	019-21DEC2021-V4-U	019-21DEC2021-V4-U-2	019-22MAR2022-V6-T	019-22MAR2022-V6-U	019-23FEB2022-V5-T	019-23FEB2022-V5-T-2	019-23FEB2022-V5-U	019-23NOV2021-V2-T	019-23NOV2021-V2-U	020-17DEC2021-V2-T	020-17DEC2021-V2-U	020-17DEC2021-V2-U-2	020-18APR2022-V6-T	020-18APR2022-V6-U	020-21JAN2022-V3-T	020-21JAN2022-V3-U	020-21JAN2022-V3-U-2	020-23MAR2022-V5-T	020-23MAR2022-V5-U	020-23MAR2022-V5-U-2	020-28JAN2022-V4-T	020-28JAN2022-V4-T-2	020-28JAN2022-V4-U	020-28JAN2022-V4-U-2	lysis-buffer	lysis-buffer-2	Mock	Mock2	negative	negative2
17c6207bf44d4f3d9abc760e202a8c97	0	0	0	16	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	50	0	40	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	37	0	10	0	0	0	0	19	0	0	0	0	16	0	0	0	0	0	0	0	0	0	15	0	0	0	0	74708	119945	0	0
e14948ee398846f89826da85b58837e6	296	0	547	2603	324	23	0	0	0	815	2073	1896	677	57	0	17	0	336	139	696	3016	0	2083	0	0	501	1386	496	217	761	991	3421	1103	20	947	1798	148	1541	3177	1012	5510	3449	29	888	267	233	527	5089	1765	1227	822	0	0	351	422	2033	922	6205	647	1167	2078	649	0	451	1824	733	443	124	573	171	67	1319	2908	343	1751	0	0	327	565	7093	698	918	222	1875	803	0	0	205	150	149	249	168	0	319	5	0	198	0	104	0	86	0	0	0	46	411	135	0	2611	0	445	741	1291	153	756	0	0	0	0	189	1308	581	0	1981	1327	1001	515	0	0	6003	353	0	1619	0	398	234	355	0	0	428	1998	2210	264	0	1961	0	230	632	554	249	624	1228	1348	521	654	733	672	0	625	2779	186	1105	787	311	569	1752	0	0	1681	2003	0	2067	2386	1013	4706	405	1206	138	1695	165	746	3955	1924	253	0	149	477	1348	971	0	1605	0	0	144	1170	243	1232	10	0	2166	0	640	0	0	1683	6	161	492	981	745	716	109	565	135	1010	766	0	0	215	798	1241	1755	2250	1066	32	27	0	0
ae95e9f6b26679e1c162a72396941966	515	508	300	840	70	578	393	1223	881	69	56	464	162	524	48	8646	1794	395	24	247	288	504	435	697	991	306	2281	657	302	407	243	1759	107	46	1716	1025	1247	79	431	538	1115	960	2736	432	31	966	332	4478	312	82	308	211	0	986	461	171	228	4629	63	1319	0	0	2241	390	175	730	13	98	27	53	114	169	23	54	0	653	2486	584	102	2559	161	644	700	779	869	161	2264	502	363	45	87	0	2909	117	56	468	0	458	2125	447	652	0	1207	970	870	203	873	248	395	326	120	482	212	2511	585	0	4436	457	744	34	610	1780	1708	4778	330	15	1712	150	2047	2319	242	116	257	424	780	50	161	97	121	685	18052	487	253	1773	346	1277	360	28	454	223	225	141	422	108	38	485	224	0	25	333	209	51	69	401	183	303	350	3969	152	220	44	1244	726	569	2157	717	162	188	1498	78	283	622	653	1485	2250	55	86	138	146	103	619	1236	1924	90	789	137	0	62	0	1594	1384	2574	692	3532	204	868	275	328	0	2190	128	503	84	155	1592	153	151	1980	557	2190	459	1859	989	1469	40	159	841	1053
b058e4b8a4f424116e1d47d6a0b48291	0	0	121	627	0	0	0	0	220	0	774	0	2366	0	0	0	0	0	0	408	367	583	1095	1400	5611	0	1935	1070	978	116	82	0	0	689	578	89	122	87	0	13	134	0	0	6859	0	853	412	0	0	54	0	0	0	1185	1207	101	0	0	660	0	404	0	0	0	2498	0	0	0	0	20	14	1722	0	0	164	0	0	455	88968	3628	229	1969	0	4538	599	0	0	0	0	1062	512	150	0	1989	0	0	147	214	5011	0	0	0	0	0	0	298	3474	6237	0	0	232	537	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	849	583	68	1130	0	0	0	0	0	0	0	320	45	0	330	191	314	247	57	0	2902	104	255	1014	555	2045	90	0	0	10	8	0	94	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	427	1611	955	0	0	0	0	732	0	0	0	0	0	0	0	0	0	0	0	0	445	0	0	0	0	0	94	0	0	0	0	0	161	0	0	0	0	4	17	22	0	0
4a4b6b05cb65ef2fe55dd2f250078870	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	19	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57556	97521	0	0
ec1632e2d188c2e7ba5d0f48fdcc9111	0	25	0	18	0	0	156	0	301	0	478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	126	43	0	6	167	0	777	2444	1236	425	28	594	0	2877	538	974	0	317	2069	1792	1337	63	0	773	745	1319	1665	16	8709	2058	1839	4565	10748	828	34969	24	8	0	5	0	0	5	0	431	0	0	0	0	5	2176	233	377	0	2939	0	77	144	0	303	4	0	0	0	0	0	414	0	0	47	0	0	27	0	4	0	9	0	0	0	74	221	37	0	0	0	155	176	0	0	0	4471	185	1247	138	0	26	0	9	0	156	13	4	2	40	9	0	690	206	29	99	147	133	1084	37	82	330	3988	171	2389	21	5563	2801	2577	0	1779	252	223	51	106	730	0	54	69	2	0	0	0	8	0	766	0	8	30	2	0	34	173	1753	0	110	529	5	115	344	126	4161	1385	746	632	877	1245	1119	12	0	3270	5652	1046	17	4	267	0	0	0	0	0	298	0	0	0	2	0	0	0	0	5	15	0	0
3d9d385d9fc04ecb62ec0de9b69613ae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	41	0	14	0	163	0	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	26	0	0	0	0	0	0	0	0	0	997	0	0	0	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56661	85403	0	0
912969a09ee36561ae2df72ed27fc02b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	242	2532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46066	93365	0	0
e7e55047da547a1ed8c6ee3aaabb238a	294	0	36	3036	0	1997	292	0	1479	174	941	0	0	0	0	0	0	0	27	0	0	0	113	0	0	362	1894	1638	3796	1263	4396	2747	35	898	772	81	0	0	148	0	410	0	0	529	49	0	0	0	0	138	134	0	0	0	192	6306	326	3029	552	1241	6237	24	1668	1211	1429	1539	111	0	189	67	11	306	706	0	70	0	0	37	291	6041	1872	872	208	2860	1127	379	0	0	779	86	552	0	3	38	20	0	351	0	0	2176	1448	0	0	353	2362	3127	1468	509	7593	0	5331	2739	148	1933	1307	0	0	0	2456	1793	55	913	0	0	0	111	0	0	438	0	0	0	224	0	0	19	0	0	45	0	0	0	0	0	0	9	0	0	58	0	0	0	0	0	391	50	422	0	301	1650	84	789	180	38	431	2173	0	0	42	1037	41	2099	0	0	0	0	0	0	300	0	0	0	502	1342	0	290	1970	4854	1237	178	1019	0	0	503	298	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1256	0	121	0	0	0	534	0	0	0	0	0	0	0	0	24	30	0	0
78aa47af03840ec513975f4731bb62c9	0	0	0	152	331	0	22	0	339	0	969	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	200	462	0	0	183	0	42	0	335	885	726	0	311	687	341	0	194	59	0	0	801	170	75	0	0	3716	62	90	0	0	522	0	19	0	0	0	3535	374	157	0	1230	70	24	60	3917	364	28	0	0	1239	218	583	95	56	144	3532	29	548	2414	0	0	1619	984	0	0	3836	0	1155	912	902	538	649	2011	58	131	0	807	4425	3225	0	6116	134	3778	1975	0	0	0	0	0	0	0	0	0	857	0	0	0	0	0	0	0	0	0	0	0	590	0	47	536	0	555	27	334	328	0	776	1912	0	0	0	0	0	31	86	0	44	0	0	182	0	144	441	160	0	0	0	304	246	0	250	0	146	333	1855	0	0	0	0	0	0	0	0	0	399	0	0	0	94	17409	7740	4936	308	3247	76	1174	3957	4404	0	0	0	5	3	0	0	0	0	0	0	0	172	0	0	60	16	157	0	0	87	0	0	53	538	0	0	0	0	0	24	0	0
189f50823f506330b85b676da13636b6	245	2436	325	374	968	266	28	1203	142	637	186	931	189	651	0	163	4138	88	646	113	204	356	20	121	27	1676	0	1436	130	55	319	449	182	85	38	289	1179	31	67	12	39	0	0	385	15	1006	0	120	661	78	0	585	107	89	143	0	41	3089	207	202	748	1260	143	364	273	590	11	10	110	17	20	193	610	270	193	1193	278	93	13	304	220	22	43	985	514	1121	5018	658	1687	43	0	22	6	0	49	104	40	115	535	189	2403	192	2	134	4981	690	1092	2560	459	37	44	3	341	786	200	740	2443	204	1016	8	1118	825	141	1583	0	76	516	17	39	1004	697	0	155	545	784	116	92	90	78	1823	591	96	130	901	115	2928	74	655	381	66	261	0	82	122	84	247	268	51	25	245	43	225	12	249	204	974	0	1843	107	343	264	15	0	1108	0	10	47	99	3220	141	0	1085	0	64	1513	0	110	491	174	0	622	692	900	111	747	0	69	55	229	2524	81	71	943	1037	368	62	160	197	577	435	15	2280	390	102	585	279	661	0	387	3505	863	771	38	185	32	45	870	194
dc468ec4f0fa173455fa4dd57f89ab30	0	0	111	1191	0	234	0	0	537	108	150	273	587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1762	0	0	260	597	0	16	154	381	0	0	286	0	1656	0	0	0	33	0	0	0	676	428	513	0	137	609	123	799	129	1265	0	939	0	498	0	99	170	0	220	0	52	39	7	252	905	25	144	0	0	1359	0	953	94	244	211	0	129	0	899	0	0	41	0	0	0	0	0	6	180	285	0	501	0	0	0	0	0	0	79	3	248	9	86	0	532	0	0	0	0	0	0	0	206	0	0	0	99	128	0	0	1140	1056	178	0	26	0	0	81	0	0	0	355	3381	194	0	0	169	353	0	178	117	0	0	92	646	0	0	0	80	0	137	1002	78	175	0	0	0	350	0	0	398	26	0	472	226	135	0	0	370	203	2474	15	569	3586	1043	0	0	52	177	429	73	0	0	0	0	0	694	39	115	0	613	0	0	44	0	0	894	169	792	15	1756	1062	262	0	54	0	0	1346	0	0	0	659	0	0	12	2260	20461	31333	0	0
2ae801770cddd9e7011f25f18cf55caf	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	196	0	0	0	8	0	304	0	0	0	0	0	101	0	0	0	0	202	0	0	0	15679	0	0	0	0	0	0	0	0	0	0	0	140	0	0	737	0	4	26	0	0	240	0	0	0	5	7	0	0	0	0	0	0	0	195	51949	4714	1416	14877	411	0	346	0	0	0	0	88	3	0	0	426	0	791	98	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	458	6	0	330	357	82	46	0	0	2858	956	30	253	73	297	75	0	0	4	0	52	0	0	320	550	0	0	0	0	0	0	0	0	0	0	0	0	0	37	156	0	347	0	0	0	0	749	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
c0de9ab0cc09cc9045deb7b1aace8dbb	0	0	193	2461	0	0	56	2568	0	0	1463	0	639	0	0	0	0	0	1210	652	0	0	0	125	0	0	1831	1783	271	1193	0	0	0	674	83	1411	0	817	0	0	2535	939	1944	351	353	0	168	0	2575	236	298	0	0	533	0	976	284	4360	0	0	373	0	0	743	1088	0	77	0	432	66	82	497	2037	0	1102	0	0	15	68	4082	250	632	134	0	518	0	0	0	0	312	0	0	0	501	0	0	145	0	1437	0	1421	0	0	0	0	0	270	0	1151	0	309	0	1173	0	377	0	0	0	0	117	0	192	0	0	1201	1001	751	0	0	1112	0	0	1111	0	0	0	85	0	0	242	0	703	0	0	379	0	0	0	336	0	221	1087	935	231	0	0	260	0	173	908	101	700	215	0	55	0	1141	2856	389	1349	520	2747	1361	1041	0	558	0	823	0	663	284	544	0	0	0	0	221	800	63	0	0	0	0	0	0	217	0	0	817	2559	0	70	0	0	3623	0	0	0	0	0	587	0	279	0	0	0	0	0	12	3166	0	0	879	2191	0	26	0	0
e0ea81ab1aa8805be31522ef31512663	76	0	205	120	166	0	0	0	229	59	168	650	34	1361	0	0	147	0	0	78	125	451	0	0	0	0	14	0	349	0	158	135	0	0	0	0	1391	79	1442	6	814	0	1138	0	128	0	519	401	2156	1349	665	737	22	0	375	60	0	0	0	0	802	0	2	0	360	34	0	0	0	0	0	16	0	0	21	0	0	139	43	1660	39	63	56	0	0	0	0	0	0	553	224	1203	0	735	0	0	1138	10	474	19	0	364	2420	0	0	2726	4082	16887	1218	0	220	1234	7972	3609	3339	0	0	407	1204	3674	19	0	0	0	70	0	0	0	0	0	0	0	0	0	26	115	111	0	16	296	26	209	0	0	125	0	68	322	867	297	521	278	1047	300	1000	0	191	0	203	239	394	138	76	18	179	0	0	0	74	844	0	1430	0	15	199	0	0	0	138	712	611	174	268	0	0	78	182	296	20	0	0	0	0	844	0	1035	94	56	0	116	621	459	0	61	408	400	629	16	248	117	401	26	183	41	53	451	0	0	20	305	261	0	0	0	0	0	0	0
da2dfa8d08cbb12aec9fccea8f24c6af	0	2953	49	600	193	952	440	0	808	403	0	615	27	0	84	66	2638	0	1252	715	123	1630	31	0	160	664	1262	129	37	181	0	0	1025	472	67	0	969	279	0	525	370	1476	1498	563	0	86	0	0	776	89	23	1512	33	0	72	124	468	894	230	586	299	79	423	4	0	418	0	0	335	19	0	79	0	0	164	929	475	0	0	0	647	190	0	0	0	328	78	147	348	135	84	174	1304	195	209	1158	42	849	0	194	511	100	502	0	0	382	320	1178	0	225	55	108	271	298	0	829	0	849	1476	43	0	2562	779	320	218	904	407	299	543	842	164	0	59	2812	581	0	0	475	295	848	308	279	568	0	96	0	226	52	616	136	76	212	16	119	1004	147	195	0	0	83	0	312	0	121	0	261	100	21	125	571	540	0	0	0	933	0	0	264	411	0	670	382	968	0	1465	0	0	287	265	1262	411	2428	1245	0	155	218	93	0	1076	1515	497	212	436	269	652	1072	1149	227	976	2380	0	725	52	99	0	0	271	518	46	617	100	245	498	0	0	0	404	510
64e9590fbe2c431b88bceb9c574b0a83	0	0	0	236	594	0	636	0	274	11	373	0	0	0	0	34	0	14	71	107	334	0	22	0	0	3	61	0	62	29	191	0	0	0	0	0	27	1010	317	0	243	191	0	0	0	0	218	667	121	1230	148	0	0	0	288	87	0	0	7	0	298	0	0	0	477	0	21	0	26	0	0	0	111	0	0	0	0	48	123	279	35	32	21	170	211	42	0	0	0	908	1861	369	0	2005	174	1384	2995	8	1329	0	0	0	0	85	98	156	175	0	377	0	210	37	2108	299	120	0	0	0	0	3862	0	10	0	0	0	0	0	0	8	0	0	0	0	0	629	409	1214	362	0	404	641	32	0	0	409	0	336	1084	3281	594	9503	973	2317	3394	2455	0	2019	20	1309	541	2677	909	633	48	1606	756	224	318	657	1785	38	1897	0	0	0	0	0	16	53	0	0	86	45	10	0	4173	687	606	317	0	611	0	0	2146	270	829	148	99	0	0	1622	372	0	0	983	345	45	18	392	1052	10	19	59	0	0	451	0	0	0	1388	0	0	0	0	7	0	0	0
c6138f665f49d69e0969288e47dfb71c	476	0	285	3294	0	0	0	0	1378	143	0	7	73	0	0	0	0	0	467	243	720	0	0	0	0	81	0	0	125	176	1349	0	0	0	0	54	0	0	0	4342	1289	0	0	297	0	319	736	0	0	647	235	0	0	104	4142	20	0	0	159	0	0	0	0	239	1819	0	172	24	299	4	0	382	0	0	0	0	0	114	331	938	0	39	0	0	0	0	0	0	0	61	0	0	0	16	0	7	162	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	563	34	0	0	0	0	93	24	0	0	0	51	0	0	0	0	0	0	0	0	0	0	10	0	620	0	0	535	0	0	0	104	587	46	38	225	117	1008	249	553	27	152	0	476	0	253	1498	208	418	84	0	2	0	0	0	0	2786	0	3077	0	0	0	0	0	0	0	0	0	0	0	0	0	422	34406	0	108	150	620	0	0	2173	0	722	0	3	0	1148	618	0	0	0	0	2806	345	0	0	0	83	24	0	0	0	170	0	0	0	0	0	0	0	0	28	43	0	0
40194683ef5df7949af80a17af370e5f	180	1351	0	2835	633	0	0	0	1642	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	352	41	19	0	1832	0	623	0	128	0	0	0	0	284	0	0	189	0	0	0	0	0	68	0	0	0	0	320	0	1090	0	2869	0	0	0	0	0	0	0	0	0	0	0	0	27	313	637	0	0	73	269	0	201	0	0	0	174	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	312	0	0	0	0	0	0	0	897	0	0	0	322	0	442	64	682	317	367	0	215	0	0	0	3562	0	542	2219	83	830	349	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45739	0	977	0	227	0	0	1958	957	709	0	0	25	0	265	0	0	1047	230	1465	1112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0
f73749b59ec95b799a3bac143521c84e	976	204	0	3510	0	1398	10	0	3406	0	157	0	0	0	0	0	0	0	446	0	0	0	719	0	0	0	2429	546	0	0	13175	0	30	0	47	0	0	418	468	0	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	13	0	0	0	0	780	0	1582	0	0	95	1341	28	26	46	0	0	10	0	0	0	399	0	274	0	158	0	919	0	0	0	0	106	30	663	0	223	0	0	0	0	78	0	0	0	0	0	0	0	0	0	97	0	23	0	573	0	0	0	0	3	0	26	0	800	0	0	0	0	0	0	0	0	0	0	0	0	0	34	37	0	0	410	0	0	0	0	0	0	244	33	240	0	0	0	0	0	264	0	129	0	398	1764	602	711	300	363	243	0	0	0	369	2714	0	130	0	0	0	0	0	0	0	150	0	0	0	0	0	303	26394	193	308	0	0	0	0	1491	928	548	0	0	0	0	0	0	0	0	1205	2162	387	96	0	0	0	727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d95e4e7b167d461ed13b2462450262d9	0	0	0	6	0	0	0	0	0	2	1050	946	398	0	0	0	0	376	0	1510	0	0	0	0	0	0	0	0	540	0	0	0	0	0	76	0	0	2830	0	771	95	1776	0	7	0	0	595	0	590	650	344	4291	0	368	1717	0	0	3	0	0	2	0	0	0	1165	0	445	0	632	4	131	262	393	0	585	0	0	89	169	0	140	208	0	0	0	0	0	0	631	2216	958	0	2	1164	0	390	1168	427	0	1037	0	0	0	0	0	0	423	0	3007	0	1093	0	0	0	0	0	0	0	0	151	0	0	0	2193	0	434	0	0	0	409	0	0	557	0	0	0	0	0	0	0	0	176	0	0	0	0	50	317	359	0	46	0	738	801	521	0	264	0	796	0	78	214	45	0	308	0	193	0	324	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	50	17354	1613	834	0	2	0	0	3076	373	95	0	0	0	0	0	0	0	0	0	0	0	0	215	1413	49	0	0	153	0	0	0	0	0	0	0	0	0	0	8	8	0	0
